,id,uid,x,y,rw,rh,iw,ih,size,imgpath
0,ik1_48,48,565,1622,305,169,171,309,51545,./img/img_ik1_48.jpg
0,ik1_49,49,387,1562,191,65,65,195,12415,./img/img_ik1_49.jpg
0,ik1_50,50,417,1616,11,3,0,0,33,
0,ik1_51,51,426,1610,13,3,0,0,39,
0,ik1_52,52,482,1605,17,5,0,0,85,
0,ik1_53,53,502,1601,12,12,16,16,144,./img/img_ik1_53.jpg
0,ik1_54,54,406,1581,13,5,0,0,65,
0,ik1_55,55,421,1580,13,4,0,0,52,
0,ik1_56,56,538,1560,29,22,24,33,638,./img/img_ik1_56.jpg
0,ik1_57,57,582,1554,43,24,26,47,1032,./img/img_ik1_57.jpg
0,ik1_58,58,754,1547,14,18,22,18,252,./img/img_ik1_58.jpg
0,ik1_59,59,639,1540,110,39,39,114,4290,./img/img_ik1_59.jpg
0,ik1_60,60,714,1556,17,5,0,0,85,
0,ik1_61,61,783,1537,109,28,28,113,3052,./img/img_ik1_61.jpg
0,ik1_62,62,796,1554,11,3,0,0,33,
0,ik1_63,63,801,1549,11,3,0,0,33,
0,ik1_64,64,814,1547,13,4,0,0,52,
0,ik1_65,65,817,1545,11,3,0,0,33,
0,ik1_66,66,387,1532,150,33,33,154,4950,./img/img_ik1_66.jpg
0,ik1_67,67,421,1548,17,3,0,0,51,
0,ik1_68,68,515,1544,18,4,0,0,72,
0,ik1_69,69,551,1526,57,25,25,61,1425,./img/img_ik1_69.jpg
0,ik1_70,70,584,1534,16,3,0,0,48,
0,ik1_71,71,623,1521,30,24,26,34,720,./img/img_ik1_71.jpg
0,ik1_72,72,782,1513,28,21,23,32,588,./img/img_ik1_72.jpg
0,ik1_73,73,667,1513,100,28,28,104,2800,./img/img_ik1_73.jpg
0,ik1_74,74,699,1528,12,4,0,0,48,
0,ik1_75,75,824,1509,39,23,25,43,897,./img/img_ik1_75.jpg
0,ik1_76,76,922,1508,7,23,35,11,161,./img/img_ik1_76.jpg
0,ik1_77,77,877,1508,37,25,27,41,925,./img/img_ik1_77.jpg
0,ik1_78,78,387,1505,85,29,29,89,2465,./img/img_ik1_78.jpg
0,ik1_79,79,492,1496,131,30,30,135,3930,./img/img_ik1_79.jpg
0,ik1_80,80,637,1488,58,26,26,62,1508,./img/img_ik1_80.jpg
0,ik1_81,81,711,1480,112,29,29,116,3248,./img/img_ik1_81.jpg
0,ik1_82,82,741,1496,16,4,0,0,64,
0,ik1_83,83,799,1488,12,3,0,0,36,
0,ik1_84,84,387,1479,89,24,24,93,2136,./img/img_ik1_84.jpg
0,ik1_85,85,420,1489,13,4,0,0,52,
0,ik1_86,86,392,1486,13,3,0,0,39,
0,ik1_87,87,491,1469,40,27,29,44,1080,./img/img_ik1_87.jpg
0,ik1_88,88,514,1478,13,12,14,17,156,./img/img_ik1_88.jpg
0,ik1_89,89,499,1477,13,14,18,17,182,./img/img_ik1_89.jpg
0,ik1_90,90,499,1474,12,4,0,0,48,
0,ik1_91,91,550,1464,100,28,28,104,2800,./img/img_ik1_91.jpg
0,ik1_92,92,665,1459,113,27,27,117,3051,./img/img_ik1_92.jpg
0,ik1_93,93,673,1468,12,11,13,16,132,./img/img_ik1_93.jpg
0,ik1_94,94,889,1456,27,18,20,31,486,./img/img_ik1_94.jpg
