,id,uid,x,y,rw,rh,iw,ih,size,imgpath,orig_y,prev_rec_y,chg_in_y
0,cv1_183,183,337,1050,18,9,11,22,162,./img/img_cv1_183.jpg,1050,1041,9
0,cv1_177,177,297,1073,95,23,23,99,2185,./img/img_cv1_177.jpg,1073,1050,23
0,cv1_176,176,407,1073,50,23,23,54,1150,./img/img_cv1_176.jpg,1073,1073,0
0,cv1_175,175,383,1137,73,24,24,77,1752,./img/img_cv1_175.jpg,1137,1073,64
0,cv1_174,174,649,1138,32,23,25,36,736,./img/img_cv1_174.jpg,1138,1137,1
0,cv1_171,171,356,1203,369,86,86,373,31734,./img/img_cv1_171.jpg,1203,1138,65
0,cv1_170,170,735,1205,57,83,87,61,4731,./img/img_cv1_170.jpg,1205,1203,2
0,cv1_173,173,465,1206,13,80,104,17,1040,./img/img_cv1_173.jpg,1206,1205,1
0,cv1_172,172,660,1206,13,79,103,17,1027,./img/img_cv1_172.jpg,1206,1206,0
0,cv1_165,165,570,1327,62,23,23,66,1426,./img/img_cv1_165.jpg,1327,1206,121
0,cv1_162,162,651,1327,61,22,22,65,1342,./img/img_cv1_162.jpg,1327,1327,0
0,cv1_160,160,731,1327,25,22,24,29,550,./img/img_cv1_160.jpg,1327,1327,0
0,cv1_156,156,407,1328,62,24,24,66,1488,./img/img_cv1_156.jpg,1328,1327,1
0,cv1_152,152,488,1328,63,24,24,67,1512,./img/img_cv1_152.jpg,1328,1328,0
0,cv1_150,150,619,1359,62,24,24,66,1488,./img/img_cv1_150.jpg,1359,1328,31
0,cv1_144,144,700,1359,156,24,24,160,3744,./img/img_cv1_144.jpg,1359,1359,0
0,cv1_139,139,275,1360,113,24,24,117,2712,./img/img_cv1_139.jpg,1360,1359,1
0,cv1_129,129,488,1360,112,26,26,116,2912,./img/img_cv1_129.jpg,1360,1360,0
0,cv1_126,126,406,1361,64,25,25,68,1600,./img/img_cv1_126.jpg,1361,1360,1
0,cv1_149,149,786,1365,18,10,12,22,180,./img/img_cv1_149.jpg,1365,1361,4
0,cv1_128,128,431,1366,13,14,18,17,182,./img/img_cv1_128.jpg,1366,1365,1
0,cv1_125,125,699,1424,24,23,25,28,552,./img/img_cv1_125.jpg,1424,1366,58
0,cv1_124,124,719,1424,36,23,25,40,828,./img/img_cv1_124.jpg,1424,1424,0
0,cv1_123,123,779,1424,29,22,24,33,638,./img/img_cv1_123.jpg,1424,1424,0
0,cv1_121,121,503,1425,63,25,25,67,1575,./img/img_cv1_121.jpg,1425,1424,1
0,cv1_117,117,306,1426,112,24,24,116,2688,./img/img_cv1_117.jpg,1426,1425,1
0,cv1_115,115,437,1427,42,25,27,46,1050,./img/img_cv1_115.jpg,1427,1426,1
0,cv1_119,119,326,1432,19,10,12,23,190,./img/img_cv1_119.jpg,1432,1427,5
0,cv1_112,112,795,1490,78,25,25,82,1950,./img/img_cv1_112.jpg,1490,1432,58
0,cv1_110,110,666,1491,111,25,25,115,2775,./img/img_cv1_110.jpg,1491,1490,1
0,cv1_106,106,584,1492,63,25,25,67,1575,./img/img_cv1_106.jpg,1492,1491,1
0,cv1_98,98,254,1493,163,25,25,167,4075,./img/img_cv1_98.jpg,1493,1492,1
0,cv1_95,95,436,1493,130,25,25,134,3250,./img/img_cv1_95.jpg,1493,1493,0
0,cv1_114,114,800,1495,12,14,18,16,168,./img/img_cv1_114.jpg,1495,1493,2
0,cv1_94,94,779,1523,61,23,23,65,1403,./img/img_cv1_94.jpg,1523,1495,28
0,cv1_92,92,633,1524,75,24,24,79,1800,./img/img_cv1_92.jpg,1524,1523,1
0,cv1_91,91,287,1525,96,24,24,100,2304,./img/img_cv1_91.jpg,1525,1524,1
0,cv1_88,88,485,1525,128,26,26,132,3328,./img/img_cv1_88.jpg,1525,1525,0
0,cv1_86,86,402,1526,63,23,23,67,1449,./img/img_cv1_86.jpg,1526,1525,1
0,cv1_90,90,489,1530,18,14,16,22,252,./img/img_cv1_90.jpg,1530,1526,4
0,cv1_83,83,287,1595,586,19,19,590,11134,./img/img_cv1_83.jpg,1595,1530,65
0,cv1_80,80,282,1624,43,23,25,47,989,./img/img_cv1_80.jpg,1624,1595,29
0,cv1_78,78,453,1625,71,24,24,75,1704,./img/img_cv1_78.jpg,1625,1624,1
0,cv1_75,75,540,1625,112,24,24,116,2688,./img/img_cv1_75.jpg,1625,1625,0
0,cv1_72,72,668,1625,69,24,24,73,1656,./img/img_cv1_72.jpg,1625,1625,0
0,cv1_67,67,339,1630,100,19,19,104,1900,./img/img_cv1_67.jpg,1630,1625,5
0,cv1_64,64,282,1655,57,24,24,61,1368,./img/img_cv1_64.jpg,1655,1630,25
0,cv1_61,61,354,1655,56,24,24,60,1344,./img/img_cv1_61.jpg,1655,1655,0
0,cv1_60,60,426,1656,54,24,24,58,1296,./img/img_cv1_60.jpg,1656,1655,1
0,cv1_59,59,552,1657,29,25,27,33,725,./img/img_cv1_59.jpg,1657,1656,1
0,cv1_56,56,595,1657,114,26,26,118,2964,./img/img_cv1_56.jpg,1657,1657,0
0,cv1_55,55,723,1658,42,24,26,46,1008,./img/img_cv1_55.jpg,1658,1657,1
0,cv1_54,54,779,1658,57,25,25,61,1425,./img/img_cv1_54.jpg,1658,1658,0
0,cv1_53,53,495,1663,43,19,19,47,817,./img/img_cv1_53.jpg,1663,1658,5
0,cv1_50,50,282,1687,195,26,26,199,5070,./img/img_cv1_50.jpg,1687,1663,24
0,cv1_47,47,495,1689,171,26,26,175,4446,./img/img_cv1_47.jpg,1689,1687,2
0,cv1_45,45,736,1691,81,26,26,85,2106,./img/img_cv1_45.jpg,1691,1689,2
0,cv1_42,42,680,1698,42,19,19,46,798,./img/img_cv1_42.jpg,1698,1691,7
0,cv1_37,37,286,1723,586,22,22,590,12892,./img/img_cv1_37.jpg,1723,1698,25
0,cv1_31,31,335,1784,47,24,26,51,1128,./img/img_cv1_31.jpg,1784,1723,61
0,cv1_29,29,400,1785,64,24,24,68,1536,./img/img_cv1_29.jpg,1785,1784,1
0,cv1_26,26,482,1785,47,24,26,51,1128,./img/img_cv1_26.jpg,1785,1785,0
0,cv1_18,18,548,1786,145,24,24,149,3480,./img/img_cv1_18.jpg,1786,1785,1
0,cv1_16,16,711,1786,64,24,24,68,1536,./img/img_cv1_16.jpg,1786,1786,0
0,cv1_11,11,727,1846,110,20,20,114,2200,./img/img_cv1_11.jpg,1846,1786,60
0,cv1_10,10,270,1847,79,21,21,83,1659,./img/img_cv1_10.jpg,1847,1846,1
0,cv1_9,9,368,1847,58,21,21,62,1218,./img/img_cv1_9.jpg,1847,1847,0
0,cv1_7,7,450,1847,62,22,22,66,1364,./img/img_cv1_7.jpg,1847,1847,0
0,cv1_6,6,532,1847,29,21,23,33,609,./img/img_cv1_6.jpg,1847,1847,0
0,cv1_4,4,580,1847,79,21,21,83,1659,./img/img_cv1_4.jpg,1847,1847,0
0,cv1_3,3,678,1847,29,20,22,33,580,./img/img_cv1_3.jpg,1847,1847,0
