,id,uid,x,y,rw,rh,iw,ih,size,imgpath,orig_y,prev_rec_y,chg_in_y
0,sw1_297,297,1369,1222.0,16,105,131,20,1680,./img/img_sw1_297.jpg,1222,1217.0,5.0
0,sw1_294,294,1174,1226.0,5,43,77,9,215,./img/img_sw1_294.jpg,1226,1222.0,4.0
0,sw1_282,282,563,1272.0,82,21,21,86,1722,./img/img_sw1_282.jpg,1272,1226.0,46.0
0,sw1_280,280,893,1272.0,54,21,21,58,1134,./img/img_sw1_280.jpg,1272,1272.0,0.0
0,sw1_263,263,455,1298.0,65,21,21,69,1365,./img/img_sw1_263.jpg,1299,1272.0,26.0
0,sw1_270,270,535,1298.0,82,22,22,86,1804,./img/img_sw1_270.jpg,1298,1298.0,0.0
0,sw1_262,262,631,1298.0,27,21,23,31,567,./img/img_sw1_262.jpg,1299,1298.0,0.0
0,sw1_266,266,674,1298.0,65,22,22,69,1430,./img/img_sw1_266.jpg,1298,1298.0,0.0
0,sw1_269,269,680,1298.0,12,15,19,16,180,./img/img_sw1_269.jpg,1302,1298.0,0.0
0,sw1_264,264,756,1298.0,32,22,24,36,704,./img/img_sw1_264.jpg,1298,1298.0,0.0
0,sw1_260,260,797,1298.0,12,19,25,16,228,./img/img_sw1_260.jpg,1300,1298.0,0.0
0,sw1_261,261,893,1298.0,13,21,27,17,273,./img/img_sw1_261.jpg,1299,1298.0,0.0
0,sw1_258,258,381,1307.0,20,402,482,24,8040,./img/img_sw1_258.jpg,1307,1298.0,9.0
0,sw1_245,245,453,1325.0,108,22,22,112,2376,./img/img_sw1_245.jpg,1326,1307.0,18.0
0,sw1_241,241,576,1325.0,68,22,22,72,1496,./img/img_sw1_241.jpg,1326,1325.0,0.0
0,sw1_239,239,660,1325.0,49,21,21,53,1029,./img/img_sw1_239.jpg,1326,1325.0,0.0
0,sw1_238,238,728,1325.0,10,13,17,14,130,./img/img_sw1_238.jpg,1326,1325.0,0.0
0,sw1_236,236,755,1325.0,27,21,23,31,567,./img/img_sw1_236.jpg,1326,1325.0,0.0
0,sw1_237,237,760,1325.0,19,14,16,23,266,./img/img_sw1_237.jpg,1327,1325.0,0.0
